gender,age,education_years,income_level,financial_literacy,numerical_reasoning,risk_preference,social_capital,consistency_score,response_time,answer_changes,session_duration,mobile_usage_score,skipped_questions,expenses,psychometric_score,credit_score,repayment_status
Male,24,7,5818,52,52,20,57,25,226.44522273598795,0,10.347638290705412,54,1,5267,50.15,518,0
Female,58,6,13434,29,98,35,95,48,159.51859204515054,1,14.503218703337724,20,1,8626,63.55,582,0
Male,25,12,61153,77,56,0,58,37,67.61138225824185,7,11.060504663872608,65,3,18735,63.2,651,1
Male,54,9,35571,44,25,21,73,43,175.08542128904466,2,9.04032467843809,43,1,29157,46.9,550,0
Male,27,7,45694,93,100,86,81,70,80.29823213137034,5,24.24090984254419,38,0,34774,80.45,631,0
Female,32,9,99426,58,62,86,38,36,109.19371833354717,2,20.353025400046292,38,2,75167,47.2,592,0
Female,55,15,50485,35,69,14,21,40,141.9235867625804,1,13.535289717300095,52,2,53590,47.5,480,0
Female,32,15,17069,79,65,45,41,81,71.47319641234014,6,12.184556291461806,72,1,10226,67.8,602,0
Male,22,12,62198,47,92,64,76,94,44.15627656988966,2,11.47347258969643,74,3,63467,70.9,526,0
Male,46,11,43662,95,47,5,22,73,105.41718797413965,0,8.731177700088296,71,2,13178,67.65,704,1
Female,36,10,93970,63,86,39,42,30,204.86315381769037,2,9.74537911690852,60,3,100562,58.8,544,0
Female,27,17,57169,77,30,34,23,62,43.075992241654426,7,9.749421846945243,86,1,42388,53.05,571,0
Female,29,5,77928,51,39,80,47,27,61.88678663892269,5,19.326504652026333,63,3,55149,39.5,485,0
Female,21,14,21102,82,49,60,97,42,201.37097134734364,2,18.110029617612334,31,4,21378,63.8,442,0
Male,48,5,38457,64,55,22,89,72,101.17034059000483,6,17.659287635161306,91,4,31109,68.5,593,0
Female,35,5,92798,72,95,19,89,59,227.6427028961965,6,20.48587116330116,53,4,66558,78.6,660,1
Male,33,14,57290,80,87,27,60,28,116.04882859845965,3,12.269928351558619,89,0,34801,67.65,677,1
Female,57,12,16932,69,55,36,56,43,199.34078581688988,0,13.822075153787203,66,0,14008,57.85,564,0
Male,53,12,16766,46,77,81,26,95,91.75796825243093,5,10.153928519831522,85,1,5742,57.85,602,0
Female,42,11,93247,45,47,6,96,95,52.36624768310139,2,17.9910846890848,40,3,46461,68.05,681,1
Female,40,10,18292,22,58,48,20,21,216.31089714285022,5,23.85939450816415,94,3,6963,33.5,470,0
Female,29,8,91223,58,85,83,53,89,225.45929512991512,1,22.673343161430516,52,4,64262,66.1,617,0
Female,51,5,52631,84,62,23,71,23,181.61993159784365,2,17.43497979363437,32,4,19849,63.65,668,1
Male,53,13,96435,54,24,79,29,80,194.01356471922907,4,18.95833141850261,62,4,91524,44.65,582,0
Female,54,5,77944,72,32,12,79,96,41.425524018380145,4,24.869252566468038,98,3,41548,69.45,667,1
Male,20,8,81230,65,28,91,25,83,190.76470353196117,5,16.795030267765814,31,3,64818,47.75,548,0
Male,26,7,39533,87,76,6,87,55,134.4392773777654,0,22.799999605153133,42,4,22416,78.55,653,1
Male,35,11,85773,41,46,14,91,60,130.55809092285156,4,16.511173460852934,79,3,73725,58.05,623,0
Male,52,9,10778,79,80,86,67,57,148.0139840940842,6,8.813762621845521,39,0,6283,66.55,570,0
Female,51,9,40059,25,96,22,98,34,94.24204324190987,4,23.889244514898955,73,1,24173,60.8,611,0
Male,58,8,97097,71,69,94,64,67,179.25771096218043,2,9.90196472965876,97,4,66419,62.15,621,0
Male,31,5,9866,92,53,68,31,49,99.11777440540155,0,19.971196155143836,53,2,5513,58.5,575,0
Male,21,9,78965,94,84,90,89,82,151.72132759347602,3,12.045302184987777,61,0,34461,79.95,691,1
Female,46,8,65661,92,64,59,40,44,67.385445762307,7,23.317623853953,62,4,42650,62.5,600,0
Female,58,14,48352,48,53,9,94,23,175.01512702336018,2,11.40831020283067,72,4,40173,55.45,561,0
Female,32,17,93373,62,92,50,55,37,77.92255291099309,3,10.381264566781791,29,3,52374,62.25,667,1
Female,45,12,55736,93,27,63,42,64,74.08279714961716,1,15.458120283659635,91,0,52821,57.45,602,0
Male,59,6,39075,53,67,70,74,84,44.85663247387333,5,16.44357301015166,85,1,37379,63.55,575,0
Male,33,12,96931,50,55,55,46,92,64.35715515396294,6,21.92176724390693,43,2,45257,58.55,670,1
Female,29,5,86951,65,85,31,39,84,86.51404901578655,4,20.960846859124956,89,4,44861,70.3,689,1
Male,22,17,29104,23,30,22,34,46,84.46187213788522,2,13.580569834420132,24,1,8785,36.5,502,0
Male,51,8,70827,21,71,53,61,98,105.5342858556665,0,14.544146815988384,49,2,41233,57.5,656,1
Male,59,7,74222,24,55,72,23,79,50.88328361542396,4,17.803396147038264,22,1,76466,43.0,476,0
Female,18,9,6642,65,50,92,48,78,227.03960370398667,1,17.376792433844553,95,3,6149,55.6,494,0
Female,56,17,67845,98,43,90,74,44,63.83517586953694,5,22.6547921549491,45,0,72483,61.05,471,0
Male,49,9,94686,38,40,84,94,53,180.39277579240098,4,16.032054473454647,95,4,44633,47.7,597,0
Female,43,9,13769,57,49,69,68,69,147.01463396990687,6,23.18965312577091,53,2,10434,56.45,550,0
Female,34,16,74445,78,91,89,90,74,150.55776098282894,7,11.486218491546907,92,4,44054,75.55,632,0
Female,44,8,55375,98,83,83,94,29,61.1033651041533,6,22.749637824188525,91,2,43895,71.75,588,0
Female,41,12,37078,91,58,60,73,77,88.64298843229196,4,13.17297429768189,41,1,33194,72.15,608,0
Female,52,7,17268,39,20,78,52,22,195.9762588937118,3,21.41738015760535,66,4,6491,31.1,456,0
Male,59,16,15844,95,61,19,56,75,132.73729165425112,6,17.611585609931275,78,0,5866,75.25,685,1
Female,56,8,79174,87,96,52,96,46,131.41356345741147,1,22.884551740305394,92,2,30643,78.5,774,1
Male,43,5,65763,72,24,14,26,35,149.18235919122688,0,11.93131401053454,95,3,34502,47.1,613,0
Male,55,11,16233,74,31,28,43,57,126.76117770184644,7,19.925482891155667,95,1,14541,55.0,551,0
Female,40,5,35496,58,48,69,74,72,201.22718621228725,6,22.432314825293354,72,3,28782,58.0,546,0
Male,39,6,22806,55,22,79,30,87,189.74103957774244,4,21.203738279982666,65,1,12320,46.0,556,0
Male,21,15,45326,77,80,64,97,42,103.40084337223587,4,17.62198874004173,74,0,44638,69.65,619,0
Male,26,11,83807,34,70,61,63,75,202.41622262434055,5,19.48178648613508,37,3,73993,56.05,595,0
Female,21,5,44513,20,55,69,84,98,143.72128602558365,6,11.340790718111734,36,1,47996,55.05,482,0
Female,24,15,56761,28,94,15,25,94,165.54736664732542,0,11.679882252630772,59,3,48162,62.95,601,0
Male,40,7,24465,42,21,53,50,72,213.23516637856312,0,12.543938919377737,56,1,21376,44.45,536,0
Female,19,17,44502,71,48,96,62,93,135.19864984908114,6,22.07623279620981,50,0,42664,61.6,561,0
Female,41,10,84396,45,60,6,31,91,191.25207251057157,7,10.846473979276503,28,4,87802,60.75,510,0
Female,57,10,13250,79,48,59,84,86,165.61747182100885,2,13.081684561378268,38,1,6914,69.6,624,0
Female,48,10,65503,37,83,9,71,38,125.34898825950987,2,23.647381942904985,72,2,53499,59.2,614,0
Male,48,15,26310,97,77,52,89,23,197.8096732755905,6,20.839001646971155,61,4,16571,71.1,577,0
Male,57,17,98518,77,29,7,49,48,61.031823574043855,4,20.463136773524134,22,3,47640,56.6,651,1
Female,51,6,37206,84,30,84,96,64,156.2440434616296,2,15.737404392997322,55,3,16880,61.5,576,0
Female,41,6,14764,96,26,89,95,40,49.282151474491094,4,19.940146479888586,97,3,5587,58.65,577,0
Male,43,10,60596,98,96,36,93,73,71.23382555093465,0,17.617373035880107,78,2,59307,88.35,717,1
Male,33,14,17842,88,80,81,74,92,159.77472748222652,2,9.214898518433088,27,2,5515,77.8,643,0
Female,30,9,94579,33,85,3,58,71,101.52133931988999,5,17.80094437155722,72,2,103636,63.75,560,0
Male,32,11,7976,97,72,83,93,37,92.49499774926912,1,15.688203757327031,56,2,8548,70.15,467,0
Female,44,11,12426,65,84,82,25,36,231.16773841389067,1,9.93736697157827,94,2,9004,53.25,512,0
Female,21,9,27887,88,46,96,75,63,113.18112457775459,0,13.852505257547326,89,2,24937,62.15,550,0
Male,33,12,31710,94,26,22,27,43,152.94829404516128,4,23.21155537862756,56,4,21139,55.15,552,0
Male,47,14,46387,51,84,8,74,25,146.84975425557374,7,21.662942182791895,51,4,22063,61.6,592,0
Female,47,10,52470,70,77,37,35,46,52.40368462759667,1,23.536355454137766,52,3,46763,61.0,576,0
Female,53,9,11486,88,44,44,21,66,174.85514767210063,2,20.190355736081855,65,2,7566,59.35,564,0
Male,20,8,44258,34,67,44,83,65,142.5802639341744,7,18.753412255659015,100,0,43944,58.0,585,0
Female,39,11,27623,72,23,17,30,54,116.28342335965228,3,10.367039621333289,80,3,27301,50.95,535,0
Male,39,8,28806,90,27,45,23,76,53.20336321325208,4,9.822563812676302,73,3,30725,57.9,463,0
Female,29,9,10973,88,87,1,22,31,98.60279699734289,2,12.194808579690008,57,1,9423,67.55,599,0
Male,38,9,51215,34,79,47,34,48,216.81907516119986,4,13.341352006900046,69,3,35538,49.95,555,0
Male,21,5,50939,49,23,16,87,76,74.74227466149382,5,18.3196036366544,41,3,38139,57.1,570,0
Male,48,5,34157,97,27,15,62,89,83.86672795032419,5,22.91425437107019,82,3,20052,71.45,631,0
Female,48,7,10521,43,35,44,100,74,81.05880621395428,2,23.14242020848358,85,1,8706,57.05,563,0
Female,40,15,17891,54,38,47,28,56,218.16096385136672,7,19.60006357814793,77,0,6687,46.4,592,0
Male,37,7,87331,88,20,23,44,90,179.99909654366536,6,17.75653745858605,42,2,95480,63.7,544,0
Female,32,6,27474,31,53,94,84,89,216.3686126109604,0,12.154606521482357,32,1,9630,53.55,609,0
Male,40,16,31507,65,64,64,85,72,222.74929997536663,0,23.9450564997887,47,2,24641,66.25,588,0
Male,45,6,15687,88,82,91,74,33,225.59350703197794,7,19.408918084957342,35,4,8353,65.5,532,0
Female,33,10,16009,55,25,32,64,40,137.14312256680893,0,17.068772295960574,79,3,15332,47.15,522,0
Female,54,17,93762,67,55,100,52,97,135.2447702117126,0,9.767258463200244,32,3,75377,61.05,608,0
Male,38,5,93484,86,85,3,41,33,205.78456805135335,2,22.04001626977115,43,3,73469,69.5,655,1
Female,32,10,49291,73,97,0,61,72,106.38533483039599,1,13.932870858915674,87,3,44304,79.7,649,0
Female,34,9,53296,55,27,32,95,86,44.442225903984735,2,23.30997377220528,65,0,21023,61.5,685,1
Male,54,10,45225,71,86,73,46,98,106.3095434030641,2,10.863052662856362,70,2,24845,72.0,650,1
Male,30,9,92638,41,46,61,30,67,183.2700660810688,7,8.826115608327306,64,1,65282,45.6,617,0
Female,36,11,39828,57,53,2,61,97,64.72281032241386,3,15.390377525361853,45,1,22143,68.7,625,0
Male,47,5,41102,81,47,100,97,75,196.95617157978188,3,9.331154546588625,62,0,15952,65.6,652,1
Male,35,17,61342,84,50,44,97,58,203.0948634892498,5,9.050650404811549,98,0,33594,69.45,649,0
Female,31,7,38712,22,36,20,41,60,60.18247320686852,6,20.133448351165,99,4,25810,41.75,527,0
Male,53,10,31823,27,74,63,28,67,59.56785728988637,2,12.375386134752823,20,2,13309,47.9,567,0
Male,53,5,10361,58,94,72,98,47,79.76242930659009,0,18.860462081622508,47,3,8594,67.8,573,0
Female,37,17,96374,37,28,56,76,21,111.27787865083974,6,17.704154963561287,100,3,34512,38.1,566,0
Female,36,15,85174,22,76,39,50,41,146.54671371932437,3,10.392796500691237,35,0,86305,47.4,518,0
Male,24,15,43052,37,64,61,37,90,137.10839961082146,3,14.558243659983692,79,0,25413,54.55,620,0
Male,21,11,28265,99,25,42,31,80,210.63369743841065,6,9.123086064855226,35,1,16595,62.4,576,0
Female,51,8,95287,20,33,87,59,99,68.446397415354,6,15.16844606178298,87,1,44581,44.2,597,0
Female,19,7,47012,45,50,45,64,55,179.51454443971386,6,11.100155541967624,62,0,32228,52.1,568,0
Female,22,14,15916,71,73,71,68,85,149.77731704367935,2,9.637258062487815,43,4,15370,69.65,550,0
Female,27,13,80045,31,30,23,20,100,187.36496463244438,4,13.38874890242225,46,4,61586,47.5,574,0
Male,49,5,50532,57,88,23,26,68,108.38928536582077,3,8.058127306216662,54,3,47910,64.3,587,0
Female,59,12,52659,60,21,9,21,22,134.2759257455756,0,20.8820733304007,53,4,56609,39.9,348,0
Female,58,5,94860,72,36,98,23,42,45.718597837213494,7,10.689123091441328,76,3,75908,42.65,553,0
Male,30,17,19003,32,55,67,64,78,63.22118181539592,7,18.63922438457571,64,4,8264,51.85,540,0
Female,56,9,98479,95,22,56,65,47,114.99912239236635,5,22.153897787562265,32,4,53395,57.55,627,0
Male,22,14,47634,32,82,43,86,91,136.25094822302424,7,23.593050762839255,92,0,39494,66.9,616,0
Female,27,12,79992,37,62,72,28,52,57.149378612862606,7,17.478771023042064,90,4,74041,44.0,561,0
Female,27,10,16369,38,52,74,76,87,204.99764982546114,6,21.400825036213856,63,3,13482,55.8,524,0
Female,55,11,24329,38,97,47,35,90,229.2104724667164,2,15.731119464334895,48,2,18566,64.2,581,0
Male,44,15,83754,89,48,76,70,30,159.27949556932037,4,16.333073199225545,42,2,87235,57.6,538,0
Male,38,12,91700,67,42,26,71,27,50.68038424334274,1,17.2951272264821,81,1,63936,54.05,636,0
Female,25,17,17410,90,78,29,28,39,187.76524484756223,7,19.392329608898443,67,3,14508,65.6,544,0
Male,18,10,34730,90,100,45,25,81,83.43274245713508,7,19.388595613299277,81,0,19097,77.45,659,1
Male,45,15,7665,47,68,11,63,62,186.73033842055258,6,21.35142470671205,24,0,4683,61.85,580,0
Male,56,10,44899,38,74,59,98,94,126.86920302682594,0,18.48804773839138,43,1,21890,67.5,663,1
Male,31,15,42703,99,94,18,25,89,50.68533124895971,0,23.004780879976792,52,2,40149,82.95,677,1
Male,38,10,70951,100,47,67,24,26,95.7497878312322,2,20.057013208353943,29,3,32588,53.85,631,0
Male,47,9,29172,67,90,53,65,29,125.40599202485527,6,23.792195424047023,40,4,14174,62.85,578,0
Female,38,12,7684,48,91,33,46,59,187.25006832869047,7,20.757425219289047,37,1,2964,62.55,625,0
Female,26,17,78030,67,44,86,64,23,66.61385636600606,1,20.557973869241913,49,3,69265,46.7,545,0
Male,34,6,24750,38,26,89,60,92,97.40033546560011,0,22.626752418166305,52,4,8928,46.4,554,0
Female,22,11,24887,66,92,6,47,38,56.70745618077159,0,19.148772882556543,71,4,8653,66.85,670,1
Female,48,8,25826,79,94,81,73,57,163.16139759389495,6,11.052780420154633,32,3,20666,71.45,539,0
Female,57,5,11180,67,53,41,51,41,134.8542997855596,2,9.410461698384887,24,0,6712,55.1,590,0
Female,55,17,51779,39,41,67,72,20,225.8009890746077,0,13.369044135812604,83,3,53936,40.05,427,0
Male,36,9,73095,38,86,52,90,72,188.11060063468315,5,21.844695783054902,69,3,73219,65.6,531,0
Female,53,7,67288,61,69,7,49,40,195.57747251219217,7,8.369033558066597,25,0,46927,60.2,604,0
Female,50,8,45905,96,67,21,72,26,72.87851507135017,7,10.55067342349028,56,1,16785,69.45,695,1
Male,30,11,74507,95,91,25,50,26,93.32450410253799,4,9.80396869164907,95,0,55156,71.45,698,1
Male,31,9,61068,68,89,76,31,96,142.62790867718854,1,8.631974481562983,31,4,66898,68.9,500,0
Female,50,8,23113,34,76,62,28,42,42.6969001768044,3,21.77482523318674,77,2,19144,45.6,543,0
Female,46,5,47861,79,44,45,86,79,214.02562872050714,3,12.752959324221191,77,1,44765,68.9,620,0
Female,53,10,83487,87,85,80,56,37,195.54807639877018,1,20.391742825836324,32,3,51999,65.15,648,0
Female,27,15,30617,98,35,43,47,90,51.58793703904317,5,10.412505885737243,24,3,11008,68.9,634,0
Female,48,14,7583,100,77,61,45,85,209.80678239462227,4,14.951873425544418,36,4,7976,76.9,482,0
Female,23,10,96164,46,60,35,40,72,40.897622963631626,2,9.979915217144558,87,4,54210,55.7,647,0
Male,18,11,31250,94,70,40,29,38,62.84386370763755,2,8.042166922154122,26,1,13156,63.65,621,0
Female,24,5,8055,74,40,78,99,83,51.07291059153803,3,18.42375800649183,55,1,3417,65.85,618,0
Female,44,8,77337,34,98,81,43,33,135.8319863681415,0,16.176692789593524,97,1,31622,49.65,610,0
Male,38,16,39426,71,75,26,44,44,196.80995598377888,1,15.082816272628001,98,4,25377,62.85,602,0
Male,45,13,65532,50,66,69,71,52,75.70783236769802,4,9.337212575279118,37,2,64747,55.65,556,0
Male,33,16,94376,26,62,97,20,67,194.29729222716514,2,17.999481982816413,92,0,39430,40.0,611,0
Male,40,14,14933,32,50,40,72,58,76.98495643212358,1,21.260017612833998,99,4,13503,50.5,535,0
Female,37,10,36979,73,34,4,87,24,238.10726790753276,0,9.143156045809354,80,2,13237,57.85,629,0
Female,55,6,50047,32,67,56,97,40,210.6949068600123,3,15.028791794283078,57,4,19838,53.3,622,0
Female,42,8,9137,39,81,75,43,78,187.43735476461742,0,13.296460111911294,83,0,3590,56.5,647,0
Female,45,10,16423,29,89,28,46,96,158.33768461830834,4,23.161902940967074,69,1,11711,64.25,586,0
Female,22,8,94851,71,22,100,46,33,88.50963938765747,5,12.465148415960138,55,2,95203,40.3,463,0
Female,38,14,39482,56,57,11,84,82,63.85352439645605,5,24.052771332408046,25,1,35348,68.95,597,0
Male,35,11,49156,71,77,24,58,73,132.06135040097155,7,22.08284130930358,72,0,48721,71.45,634,0
Female,23,16,57483,46,86,33,96,99,120.53205084773138,3,9.702701023334855,95,4,56982,76.2,612,0
Male,46,17,39754,53,64,74,55,64,174.89618460533057,0,16.1708415500857,78,3,15560,55.55,635,0
Male,36,7,41312,81,63,86,95,69,74.01795026802284,6,19.03302513443436,74,0,30607,69.5,583,0
Female,50,10,28363,35,27,23,88,60,152.4256934068241,6,18.082219967406598,41,0,26409,50.15,531,0
Male,18,17,22085,78,85,81,24,20,178.67004283006472,7,19.546915444604025,56,2,23403,54.15,391,0
Female,20,16,61889,40,90,62,100,21,99.79325174132211,5,15.24720997760809,99,3,52439,57.5,581,0
Male,59,8,84951,35,80,62,29,91,196.00285421639265,6,23.380626494598253,43,2,83695,56.85,590,0
Female,38,7,61414,100,36,9,35,32,126.36857470426047,7,12.59613441047431,43,2,36690,59.75,610,0
Male,52,16,52052,98,90,4,72,38,72.52621917554,4,9.599714072893693,29,1,45010,79.9,638,0
Female,58,7,91934,32,55,94,33,70,78.95400939361994,5,24.625556166499855,96,0,54822,42.9,583,0
Female,57,6,37691,52,87,88,93,21,95.77968238067652,4,19.083300118735053,29,0,17180,56.7,578,0
Female,20,15,77195,73,99,52,48,29,71.6252538723303,4,19.20635824786391,77,0,27188,64.45,729,1
Female,42,7,91180,88,40,80,47,88,152.58391334732525,1,21.89795279612192,24,3,91874,63.05,537,0
Female,55,17,59697,46,65,27,36,49,229.82823483903394,4,15.16450459374628,68,1,20989,52.55,652,1
Male,37,16,8044,71,65,64,88,84,219.214615846762,2,14.566004595132206,38,3,8846,71.15,453,0
Male,51,14,8883,84,35,44,85,63,104.75079679668809,4,24.135465126050327,71,4,6294,64.9,555,0
Male,38,5,36712,63,41,65,55,61,212.93386434611784,0,14.575283048835203,100,2,25810,53.1,580,0
Female,40,7,89860,49,25,48,65,22,230.8045922900106,2,9.33412323196075,84,2,32240,40.3,664,1
Male,23,13,26545,42,75,39,64,49,98.83342806662344,3,13.23310134687565,58,3,9547,56.85,629,0
Female,30,8,23204,98,64,65,28,56,221.05697599362037,5,22.850202579607483,20,3,20292,64.3,521,0
Female,40,7,28268,35,77,90,55,47,239.48581286817497,5,9.614320864786134,94,2,18495,48.4,514,0
Male,26,12,86298,74,47,7,24,70,199.5343618995682,2,20.183989864326374,100,1,38150,60.85,680,1
Male,34,5,98907,37,36,26,98,32,118.04466399583096,0,12.528819167731427,41,1,45696,48.6,669,1
Female,19,9,89383,36,55,100,92,59,161.7083209188452,6,20.67809631673759,97,2,43384,50.15,602,0
Male,36,5,41139,94,31,16,69,45,112.83732982712566,5,16.74742579191096,42,4,39012,63.7,555,0
Female,36,11,80652,71,69,67,47,49,239.19225667074934,5,18.821787256984194,38,3,63658,58.7,593,0
Female,24,9,33436,64,78,43,46,43,53.57064754092106,3,12.134336033135732,46,0,11963,59.9,656,1
Female,59,6,73324,75,31,30,66,57,218.61606501393058,0,10.858016380010625,37,4,62509,58.55,590,0
Female,59,16,9125,73,81,4,52,88,54.9096266484944,6,9.076244452529153,73,1,6532,77.15,607,0
Female,37,5,74142,28,59,59,57,35,48.43956456480679,0,22.034805444019845,36,0,56630,42.8,593,0
Male,26,15,46534,36,21,88,27,74,227.98790330670926,1,20.07823826522843,74,0,25210,36.1,448,0
Male,34,11,91842,46,44,91,23,68,213.4563874910583,1,12.986986406120474,49,4,28864,42.75,619,0
Female,44,16,47973,56,93,18,55,99,112.31234905655981,0,22.22752721082672,99,4,33916,76.3,657,1
Female,19,5,81369,41,50,100,50,71,231.50643766359667,4,22.172843284563733,72,3,63150,46.5,555,0
Male,53,7,92533,91,66,41,93,68,212.3713755327208,1,10.341905450708818,100,4,75525,77.25,678,1
Male,36,15,38521,86,79,22,68,83,220.39657515109425,6,20.13268637579775,29,2,25181,80.15,655,1
Female,34,10,12488,57,92,99,60,67,159.02309725172483,5,12.968792229581778,49,1,9348,62.6,528,0
Male,22,10,44974,91,60,76,27,93,231.66570724352147,0,15.942219320714646,45,3,33063,67.35,599,0
Female,56,11,47448,63,69,16,49,57,201.91644154770805,2,15.31246181583089,90,3,28263,63.3,590,0
Male,35,15,12938,55,42,93,33,36,227.99057208741226,7,18.203123742204532,88,2,12243,39.85,362,0
Female,24,15,56113,44,31,57,64,60,96.3021870828071,0,13.901244332542616,40,0,36280,46.85,595,0
Male,34,5,20770,61,90,86,65,73,146.41951346660434,0,9.245317358732585,75,4,10173,66.55,580,0
Female,56,11,57635,32,41,48,86,59,213.532565829735,7,19.435052684483637,27,0,17702,49.75,638,0
Male,53,6,77171,75,75,2,35,50,155.94580817334037,3,24.329706291709204,48,1,40884,66.3,688,1
Male,57,10,79165,98,35,76,29,45,200.21967201013226,6,19.353751608439104,51,1,30300,53.9,684,1
Female,21,17,62822,70,77,95,87,95,234.61939352468949,1,17.173290171734998,83,3,44034,72.8,610,0
Male,55,12,54934,69,91,44,71,37,200.91256682269739,3,10.781566275528338,63,4,33243,67.1,610,0
Female,42,17,70526,96,70,34,69,54,103.07192412233539,4,18.62802276335311,86,0,35321,74.05,721,1
Male,22,9,26487,71,25,1,87,94,63.73987792284149,0,18.388476658693854,75,4,10684,69.3,628,0
Female,47,14,58319,52,21,46,21,75,94.54936515624414,1,18.518803112939338,87,3,55084,44.4,558,0
Male,29,7,17869,44,81,2,94,49,172.5582243198983,1,23.169322230670048,30,3,19438,67.15,481,0
Female,21,15,79755,77,61,28,98,64,42.18887226296454,6,20.177441141561843,56,0,78893,73.05,658,1
Male,41,12,45797,59,62,73,94,94,77.9437454191667,5,21.317797728430445,27,4,42564,68.8,557,0
